"레벨","직업","부위","장비명","획득 보스","확률 설명"
"170","궁수","펜던트","170레벨 토벌자의 추적목걸이","시계 거인 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","궁수","무기","180레벨 토벌자의 장궁","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","궁수","투구","180레벨 토벌자의 깃털모자","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","궁수","갑옷","180레벨 토벌자의 사냥조끼","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","궁수","바지","180레벨 토벌자의 정찰바지","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","궁수","장갑","180레벨 토벌자의 궁수장갑","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","궁수","신발","180레벨 토벌자의 숲길장화","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","궁수","반지","180레벨 토벌자의 명중반지","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","궁수","귀걸이","180레벨 토벌자의 깃털귀걸이","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","궁수","펜던트","180레벨 토벌자의 추적목걸이","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","궁수","무기","190레벨 토벌자의 장궁","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","궁수","투구","190레벨 토벌자의 깃털모자","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","궁수","갑옷","190레벨 토벌자의 사냥조끼","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","궁수","바지","190레벨 토벌자의 정찰바지","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","궁수","장갑","190레벨 토벌자의 궁수장갑","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","궁수","신발","190레벨 토벌자의 숲길장화","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","궁수","반지","190레벨 토벌자의 명중반지","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","궁수","귀걸이","190레벨 토벌자의 깃털귀걸이","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","궁수","펜던트","190레벨 토벌자의 추적목걸이","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","궁수","무기","200레벨 토벌자의 장궁","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","궁수","투구","200레벨 토벌자의 깃털모자","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","궁수","갑옷","200레벨 토벌자의 사냥조끼","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","궁수","바지","200레벨 토벌자의 정찰바지","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","궁수","장갑","200레벨 토벌자의 궁수장갑","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","궁수","신발","200레벨 토벌자의 숲길장화","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","궁수","반지","200레벨 토벌자의 명중반지","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","궁수","귀걸이","200레벨 토벌자의 깃털귀걸이","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","궁수","펜던트","200레벨 토벌자의 추적목걸이","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"10","도적","무기","10레벨 토벌자의 쌍검","초목왕 모루 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"10","도적","투구","10레벨 토벌자의 은신두건","초목왕 모루 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"10","도적","갑옷","10레벨 토벌자의 암살자재킷","초목왕 모루 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"10","도적","바지","10레벨 토벌자의 잠행바지","초목왕 모루 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"10","도적","장갑","10레벨 토벌자의 그림자장갑","초목왕 모루 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"10","도적","신발","10레벨 토벌자의 무음신발","초목왕 모루 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"10","도적","반지","10레벨 토벌자의 암호반지","초목왕 모루 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"10","도적","귀걸이","10레벨 토벌자의 침묵귀걸이","초목왕 모루 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"10","도적","펜던트","10레벨 토벌자의 비밀부적","초목왕 모루 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"20","도적","무기","20레벨 토벌자의 쌍검","거목 수호자 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"20","도적","투구","20레벨 토벌자의 은신두건","거목 수호자 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"20","도적","갑옷","20레벨 토벌자의 암살자재킷","거목 수호자 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"20","도적","바지","20레벨 토벌자의 잠행바지","거목 수호자 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"20","도적","장갑","20레벨 토벌자의 그림자장갑","거목 수호자 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"20","도적","신발","20레벨 토벌자의 무음신발","거목 수호자 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"20","도적","반지","20레벨 토벌자의 암호반지","거목 수호자 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"20","도적","귀걸이","20레벨 토벌자의 침묵귀걸이","거목 수호자 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"20","도적","펜던트","20레벨 토벌자의 비밀부적","거목 수호자 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"30","도적","무기","30레벨 토벌자의 쌍검","달그림자 루엔 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"30","도적","투구","30레벨 토벌자의 은신두건","달그림자 루엔 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"30","도적","갑옷","30레벨 토벌자의 암살자재킷","달그림자 루엔 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"30","도적","바지","30레벨 토벌자의 잠행바지","달그림자 루엔 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"30","도적","장갑","30레벨 토벌자의 그림자장갑","달그림자 루엔 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"30","도적","신발","30레벨 토벌자의 무음신발","달그림자 루엔 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"30","도적","반지","30레벨 토벌자의 암호반지","달그림자 루엔 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"30","도적","귀걸이","30레벨 토벌자의 침묵귀걸이","달그림자 루엔 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"30","도적","펜던트","30레벨 토벌자의 비밀부적","달그림자 루엔 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"40","도적","무기","40레벨 토벌자의 쌍검","고목왕 아르벨 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"40","도적","투구","40레벨 토벌자의 은신두건","고목왕 아르벨 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"40","도적","갑옷","40레벨 토벌자의 암살자재킷","고목왕 아르벨 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"40","도적","바지","40레벨 토벌자의 잠행바지","고목왕 아르벨 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"40","도적","장갑","40레벨 토벌자의 그림자장갑","고목왕 아르벨 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"40","도적","신발","40레벨 토벌자의 무음신발","고목왕 아르벨 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"40","도적","반지","40레벨 토벌자의 암호반지","고목왕 아르벨 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"40","도적","귀걸이","40레벨 토벌자의 침묵귀걸이","고목왕 아르벨 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"40","도적","펜던트","40레벨 토벌자의 비밀부적","고목왕 아르벨 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"50","도적","무기","50레벨 토벌자의 쌍검","강철 거인 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"50","도적","투구","50레벨 토벌자의 은신두건","강철 거인 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"50","도적","갑옷","50레벨 토벌자의 암살자재킷","강철 거인 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"50","도적","바지","50레벨 토벌자의 잠행바지","강철 거인 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"50","도적","장갑","50레벨 토벌자의 그림자장갑","강철 거인 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"50","도적","신발","50레벨 토벌자의 무음신발","강철 거인 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"50","도적","반지","50레벨 토벌자의 암호반지","강철 거인 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"50","도적","귀걸이","50레벨 토벌자의 침묵귀걸이","강철 거인 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"50","도적","펜던트","50레벨 토벌자의 비밀부적","강철 거인 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"60","도적","무기","60레벨 토벌자의 쌍검","수정 포식자 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"60","도적","투구","60레벨 토벌자의 은신두건","수정 포식자 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"60","도적","갑옷","60레벨 토벌자의 암살자재킷","수정 포식자 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"60","도적","바지","60레벨 토벌자의 잠행바지","수정 포식자 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"60","도적","장갑","60레벨 토벌자의 그림자장갑","수정 포식자 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"60","도적","신발","60레벨 토벌자의 무음신발","수정 포식자 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"60","도적","반지","60레벨 토벌자의 암호반지","수정 포식자 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"60","도적","귀걸이","60레벨 토벌자의 침묵귀걸이","수정 포식자 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"60","도적","펜던트","60레벨 토벌자의 비밀부적","수정 포식자 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"70","도적","무기","70레벨 토벌자의 쌍검","화염 사냥개 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"70","도적","투구","70레벨 토벌자의 은신두건","화염 사냥개 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"70","도적","갑옷","70레벨 토벌자의 암살자재킷","화염 사냥개 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"70","도적","바지","70레벨 토벌자의 잠행바지","화염 사냥개 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"70","도적","장갑","70레벨 토벌자의 그림자장갑","화염 사냥개 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"70","도적","신발","70레벨 토벌자의 무음신발","화염 사냥개 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"70","도적","반지","70레벨 토벌자의 암호반지","화염 사냥개 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"70","도적","귀걸이","70레벨 토벌자의 침묵귀걸이","화염 사냥개 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"70","도적","펜던트","70레벨 토벌자의 비밀부적","화염 사냥개 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"80","도적","무기","80레벨 토벌자의 쌍검","용암 거신 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"80","도적","투구","80레벨 토벌자의 은신두건","용암 거신 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"80","도적","갑옷","80레벨 토벌자의 암살자재킷","용암 거신 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"80","도적","바지","80레벨 토벌자의 잠행바지","용암 거신 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"80","도적","장갑","80레벨 토벌자의 그림자장갑","용암 거신 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"80","도적","신발","80레벨 토벌자의 무음신발","용암 거신 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"80","도적","반지","80레벨 토벌자의 암호반지","용암 거신 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"80","도적","귀걸이","80레벨 토벌자의 침묵귀걸이","용암 거신 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"80","도적","펜던트","80레벨 토벌자의 비밀부적","용암 거신 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"90","도적","무기","90레벨 토벌자의 쌍검","유령 기사 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"90","도적","투구","90레벨 토벌자의 은신두건","유령 기사 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"90","도적","갑옷","90레벨 토벌자의 암살자재킷","유령 기사 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"90","도적","바지","90레벨 토벌자의 잠행바지","유령 기사 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"90","도적","장갑","90레벨 토벌자의 그림자장갑","유령 기사 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"90","도적","신발","90레벨 토벌자의 무음신발","유령 기사 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"90","도적","반지","90레벨 토벌자의 암호반지","유령 기사 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"90","도적","귀걸이","90레벨 토벌자의 침묵귀걸이","유령 기사 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"90","도적","펜던트","90레벨 토벌자의 비밀부적","유령 기사 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"100","도적","무기","100레벨 토벌자의 쌍검","망령 여왕 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"100","도적","투구","100레벨 토벌자의 은신두건","망령 여왕 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"100","도적","갑옷","100레벨 토벌자의 암살자재킷","망령 여왕 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"100","도적","바지","100레벨 토벌자의 잠행바지","망령 여왕 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"100","도적","장갑","100레벨 토벌자의 그림자장갑","망령 여왕 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"100","도적","신발","100레벨 토벌자의 무음신발","망령 여왕 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"100","도적","반지","100레벨 토벌자의 암호반지","망령 여왕 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"100","도적","귀걸이","100레벨 토벌자의 침묵귀걸이","망령 여왕 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"100","도적","펜던트","100레벨 토벌자의 비밀부적","망령 여왕 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"110","도적","무기","110레벨 토벌자의 쌍검","설원 포식자 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"110","도적","투구","110레벨 토벌자의 은신두건","설원 포식자 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"110","도적","갑옷","110레벨 토벌자의 암살자재킷","설원 포식자 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"110","도적","바지","110레벨 토벌자의 잠행바지","설원 포식자 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"110","도적","장갑","110레벨 토벌자의 그림자장갑","설원 포식자 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"110","도적","신발","110레벨 토벌자의 무음신발","설원 포식자 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"110","도적","반지","110레벨 토벌자의 암호반지","설원 포식자 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"110","도적","귀걸이","110레벨 토벌자의 침묵귀걸이","설원 포식자 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"110","도적","펜던트","110레벨 토벌자의 비밀부적","설원 포식자 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"120","도적","무기","120레벨 토벌자의 쌍검","빙결 마녀 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"120","도적","투구","120레벨 토벌자의 은신두건","빙결 마녀 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"120","도적","갑옷","120레벨 토벌자의 암살자재킷","빙결 마녀 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"120","도적","바지","120레벨 토벌자의 잠행바지","빙결 마녀 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"120","도적","장갑","120레벨 토벌자의 그림자장갑","빙결 마녀 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"120","도적","신발","120레벨 토벌자의 무음신발","빙결 마녀 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"120","도적","반지","120레벨 토벌자의 암호반지","빙결 마녀 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"120","도적","귀걸이","120레벨 토벌자의 침묵귀걸이","빙결 마녀 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"120","도적","펜던트","120레벨 토벌자의 비밀부적","빙결 마녀 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"130","도적","무기","130레벨 토벌자의 쌍검","모래 군주 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"130","도적","투구","130레벨 토벌자의 은신두건","모래 군주 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"130","도적","갑옷","130레벨 토벌자의 암살자재킷","모래 군주 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"130","도적","바지","130레벨 토벌자의 잠행바지","모래 군주 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"130","도적","장갑","130레벨 토벌자의 그림자장갑","모래 군주 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"130","도적","신발","130레벨 토벌자의 무음신발","모래 군주 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"130","도적","반지","130레벨 토벌자의 암호반지","모래 군주 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"130","도적","귀걸이","130레벨 토벌자의 침묵귀걸이","모래 군주 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"130","도적","펜던트","130레벨 토벌자의 비밀부적","모래 군주 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"140","도적","무기","140레벨 토벌자의 쌍검","태양 수호자 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"140","도적","투구","140레벨 토벌자의 은신두건","태양 수호자 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"140","도적","갑옷","140레벨 토벌자의 암살자재킷","태양 수호자 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"140","도적","바지","140레벨 토벌자의 잠행바지","태양 수호자 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"140","도적","장갑","140레벨 토벌자의 그림자장갑","태양 수호자 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"140","도적","신발","140레벨 토벌자의 무음신발","태양 수호자 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"140","도적","반지","140레벨 토벌자의 암호반지","태양 수호자 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"140","도적","귀걸이","140레벨 토벌자의 침묵귀걸이","태양 수호자 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"140","도적","펜던트","140레벨 토벌자의 비밀부적","태양 수호자 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"150","도적","무기","150레벨 토벌자의 쌍검","타락한 사제 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"150","도적","투구","150레벨 토벌자의 은신두건","타락한 사제 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"150","도적","갑옷","150레벨 토벌자의 암살자재킷","타락한 사제 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"150","도적","바지","150레벨 토벌자의 잠행바지","타락한 사제 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"150","도적","장갑","150레벨 토벌자의 그림자장갑","타락한 사제 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"150","도적","신발","150레벨 토벌자의 무음신발","타락한 사제 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"150","도적","반지","150레벨 토벌자의 암호반지","타락한 사제 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"150","도적","귀걸이","150레벨 토벌자의 침묵귀걸이","타락한 사제 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"150","도적","펜던트","150레벨 토벌자의 비밀부적","타락한 사제 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"160","도적","무기","160레벨 토벌자의 쌍검","천공 심판자 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"160","도적","투구","160레벨 토벌자의 은신두건","천공 심판자 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"160","도적","갑옷","160레벨 토벌자의 암살자재킷","천공 심판자 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"160","도적","바지","160레벨 토벌자의 잠행바지","천공 심판자 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"160","도적","장갑","160레벨 토벌자의 그림자장갑","천공 심판자 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"160","도적","신발","160레벨 토벌자의 무음신발","천공 심판자 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"160","도적","반지","160레벨 토벌자의 암호반지","천공 심판자 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
